id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
210,Full Power Energy Wave,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
211,Eraser Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
212,Omega Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
213,Gigantic Meteor,Causes mass damage to all enemies,,1,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
214,Gigantic Meteor,Causes supreme damage to enemy,,0,150,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
215,Supernova,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
216,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
217,Ki Burst Sphere,"Causes extreme damage with 
a high chance of stunning the enemy",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
218,Super Tech Gatling,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
219,Sadistic Dance,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
220,Sadistic Dance,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
221,Solar Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
222,Hercule Miracle... Punch,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
223,Final Flash,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
224,Buster Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
225,Hellzone Grenade,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
226,Victory Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
227,Rocket Launcher,Causes damage and seals Super Attack,,0,70,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
228,Achoo!,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
229,Red Ribbon Gun,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
230,Merry-Go-Round Gum,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
231,Kaioken x3 Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
232,Revenger Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
233,God Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
234,God Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
235,Golden Death Ball,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
236,Wild Boar Attack,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
237,Dynamite Kick,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
238,Vanishing Ball,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
239,Super Spirit Bomb,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
240,Chocolate!!,Causes huge damage and lowers DEF,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
241,Planet Burst,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
242,Assault Rain,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
244,Special Beam Cannon,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
245,Lightning Shower Rain,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
246,Dimension Sword,"Supreme damage to enemy 
& greatly lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
247,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
248,Full Charge Revenger Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
249,Dark Spirits,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
250,Wild Rush Blaster,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
251,Spirit of Saiyans,"Causes extreme damage to enemy 
and seals Super Attack",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
252,Darkness Twin Star,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
253,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
254,Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
255,Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
256,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
257,Final Cannon,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
258,Dragon Fist,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
259,Death Ball,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
260,Super Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
261,Shock Wave,Causes huge damage to enemy,,0,87,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
262,Gekiretsu Shin'ou'hou,"Huge damage 
and allies’ ATK +15% for 1 turn",,0,87,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
263,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
264,Prelude to Destruction,Extreme damage and may stun the enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
265,Hellzone Grenade,"Extreme damage to enemy 
& greatly lowers DEF",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
266,Instant Transmission Kamehameha,"Huge damage, 
rare chance to stun the enemy",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
267,Paper...Scissors...Rock!!!!,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
268,Instant Transmission Kamehameha,"Extreme damage, 
rare chance to stun the enemy",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
269,Explosive Demon Flash,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
270,Big Bang Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
271,Soul Punisher,Causes immense damage to enemy,,0,180,25,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
272,Rakshasa's Claw,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
273,Lightning Shower Rain,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
274,Rapid Cannon,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
275,Galactic Donut,"Causes supreme damage 
and seals Super Attack",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
276,Hyper Tornado,"Causes extreme damage to enemy 
& greatly lowers ATK",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
277,Super Spirit Bomb,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
278,Dragon Light Bullet,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
279,Evil Containment Wave,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
280,Heavenly Cross,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
281,Smelly Finger,"Low damage, 
rare chance to stun the enemy",,0,50,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
282,Bloody Sauce,"Extreme damage to enemy 
& greatly lowers DEF",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
283,Dark Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
284,Seasoning Arrow,"Supreme damage, 
rare chance to stun the enemy",,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
285,Time Judgment,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
286,Burning Attack,"Causes supreme damage 
and raises ATK for 3 turns",,0,100,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
287,Heat Dome Attack,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
288,Kamehameha,"Greatly raises ATK 
and causes huge damage to enemy",,0,50,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
289,Heat Dome Attack,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
290,Galick Gun,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
291,I'm the One Who'll Kill You!,Causes explosive damage to enemy,,0,2000,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
292,Death Ball,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
293,Death Slicer,Causes immense damage to enemy,,0,180,25,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
294,I'm the One Who'll Kill You!,Causes immense damage to enemy,,0,180,25,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
295,Angry Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
296,Elegant Blaster,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
297,Death Ball,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
298,Demon Spiral Fist,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
299,Dark Kunai Attack,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
300,Demon Slicer,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
301,Kill Driver,"Causes extreme damage with 
a rare chance of stunning the enemy",,0,120,15,0,2024-07-30 10:30:28.725050,2024-07-30 10:30:28.725050
302,Finish Buster,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
303,Chain Destructo-Disc Barrage,Causes extreme damage and lowers DEF,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
304,Spirit Ball,"Causes extreme damage 
and greatly lowers ATK",,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
305,Dodon Ray,"Extreme damage, 
rare chance to stun enemy",,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
306,Super Dragon Fist,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
307,Deadly Metal Needles,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
308,Revenge Blast,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
309,Shooting Knuckle,Causes huge damage and lowers ATK,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
310,Hyper Drill Smash,Causes extreme damage and lowers ATK,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
311,Machine Gun Punch,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
312,Bouncing Spear,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
313,Plasma Whip,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
314,Crimson Scream,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
315,Mega Cannon Punch,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
316,Missile,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
317,Sigma Drill Attack,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
318,Spirit Ball,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
319,Burst Rush,"Greatly raises ATK 
and causes supreme damage to enemy",,0,100,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
320,Super Donut Chain,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
321,Guilty Flash,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
322,Super Kamehameha,"Greatly raises ATK 
and causes supreme damage to enemy",,0,100,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
323,Super Dodon Ray,"Causes huge damage with 
a rare chance of stunning the enemy",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
324,Full Power Death Beam,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
325,Final Explosion,"Causes mass damage to all enemies 
with a rare chance of stunning them",,1,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
326,Flame Shower Breath,"Extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
327,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
328,Burning Attack,"Supreme damage 
and raises ATK for 3 turns",,0,100,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
329,Bankoku-Bikkuri-Shou,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
330,"Power Pole, Extend!",Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
331,Super Flame Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
332,Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
333,Super Flame Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
334,Giant Storm,Causes extreme damage and lowers DEF,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
335,Gigant Rock Throw,Causes destructive damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
336,Double Sunday,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
337,Super Breath Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
338,Galick Blazer,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
339,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
340,Final Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
341,Final Flash,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
342,Death Beam,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
343,Hyper Tornado,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
344,Spirit of Saiyans,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
345,Instant Transmission Kamehameha,"Causes supreme damage 
with a rare chance to stun the enemy",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
346,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
347,Grand Supreme Divide,Causes extreme damage and lowers DEF,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
348,S.S. Deadly Bomber,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
349,Grand Smasher,Causes extreme damage and lowers DEF,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
350,Death Flash,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
351,Revenge Death Ball,"Supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
352,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
353,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
354,Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
355,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
356,Buster Cannon,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
357,Finish Buster,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
358,Assault Rain,"Causes extreme damage to enemy 
and lowers ATK",,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
359,Psychic Bomber,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
360,Galick Gun,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
361,Final Flash,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
362,Soaring Dragon Fist,"Causes huge damage 
and greatly lowers DEF",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
363,Orga Blaster,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
364,Power Flick,Causes extreme damage to enemy,,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
365,Cataclysmic Orb,Causes supreme damage to enemy,,0,150,20,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
366,God of Destruction's Edict,"Immense damage, 
high chance to stun the enemy",,0,180,25,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
367,Prelude to Destruction,"Causes huge damage with 
a rare chance of stunning the enemy",,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
368,Cataclysmic Orb,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
369,Shining Slash,Causes huge damage to enemy,,0,100,10,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
370,Heat Dome Attack,"Causes mass damage to all enemies, 
ATK +20% for all allies for 1 turn",,1,100,15,0,2024-07-30 10:30:28.733717,2024-07-30 10:30:28.733717
