id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
210,Full Power Energy Wave,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
211,Eraser Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
212,Omega Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
213,Gigantic Meteor,Causes mass damage to all enemies,,1,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
214,Gigantic Meteor,Causes supreme damage to enemy,,0,150,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
215,Supernova,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
216,Supernova,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
217,Ki Burst Sphere,"Causes extreme damage with 
a high chance of stunning the enemy",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
218,Super Tech Gatling,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
219,Sadistic Dance,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
220,Sadistic Dance,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
221,Solar Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
222,Hercule Miracle... Punch,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
223,Final Flash,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
224,Buster Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
225,Hellzone Grenade,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
226,Victory Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
227,Rocket Launcher,Causes damage and seals Super Attack,,0,70,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
228,Achoo!,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
229,Red Ribbon Gun,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
230,Merry-Go-Round Gum,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
231,Kaioken x3 Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
232,Revenger Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
233,God Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
234,God Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
235,Golden Death Ball,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
236,Wild Boar Attack,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
237,Dynamite Kick,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
238,Vanishing Ball,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
239,Super Spirit Bomb,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
240,Chocolate!!,Causes huge damage and lowers DEF,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
241,Planet Burst,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
242,Assault Rain,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
244,Special Beam Cannon,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
245,Lightning Shower Rain,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
246,Dimension Sword,"Supreme damage to enemy 
& greatly lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
247,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
248,Full Charge Revenger Cannon,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
249,Dark Spirits,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
250,Wild Rush Blaster,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
251,Spirit of Saiyans,"Causes extreme damage to enemy 
and seals Super Attack",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
252,Darkness Twin Star,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
253,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
254,Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
255,Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
256,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
257,Final Cannon,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
258,Dragon Fist,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
259,Death Ball,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
260,Super Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
261,Shock Wave,Causes huge damage to enemy,,0,87,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
262,Gekiretsu Shin'ou'hou,"Huge damage 
and allies’ ATK +15% for 1 turn",,0,87,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
263,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
264,Prelude to Destruction,Extreme damage and may stun the enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
265,Hellzone Grenade,"Extreme damage to enemy 
& greatly lowers DEF",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
266,Instant Transmission Kamehameha,"Huge damage, 
rare chance to stun the enemy",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
267,Paper...Scissors...Rock!!!!,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
268,Instant Transmission Kamehameha,"Extreme damage, 
rare chance to stun the enemy",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
269,Explosive Demon Flash,"Causes supreme damage with 
a rare chance of stunning the enemy",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
270,Big Bang Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
271,Soul Punisher,Causes immense damage to enemy,,0,180,25,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
272,Rakshasa's Claw,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
273,Lightning Shower Rain,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
274,Rapid Cannon,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
275,Galactic Donut,"Causes supreme damage 
and seals Super Attack",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
276,Hyper Tornado,"Causes extreme damage to enemy 
& greatly lowers ATK",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
277,Super Spirit Bomb,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
278,Dragon Light Bullet,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
279,Evil Containment Wave,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
280,Heavenly Cross,"Causes huge damage to enemy 
and lowers DEF",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
281,Smelly Finger,"Low damage, 
rare chance to stun the enemy",,0,50,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
282,Bloody Sauce,"Extreme damage to enemy 
& greatly lowers DEF",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
283,Dark Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
284,Seasoning Arrow,"Supreme damage, 
rare chance to stun the enemy",,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
285,Time Judgment,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
286,Burning Attack,"Causes supreme damage 
and raises ATK for 3 turns",,0,100,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
287,Heat Dome Attack,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
288,Kamehameha,"Greatly raises ATK 
and causes huge damage to enemy",,0,50,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
289,Heat Dome Attack,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
290,Galick Gun,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
291,I'm the One Who'll Kill You!,Causes explosive damage to enemy,,0,2000,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
292,Death Ball,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
293,Death Slicer,Causes immense damage to enemy,,0,180,25,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
294,I'm the One Who'll Kill You!,Causes immense damage to enemy,,0,180,25,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
295,Angry Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
296,Elegant Blaster,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
297,Death Ball,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
298,Demon Spiral Fist,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
299,Dark Kunai Attack,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
300,Demon Slicer,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
301,Kill Driver,"Causes extreme damage with 
a rare chance of stunning the enemy",,0,120,15,0,2024-06-05 09:25:19.699911,2024-06-05 09:25:19.699911
302,Finish Buster,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
303,Chain Destructo-Disc Barrage,Causes extreme damage and lowers DEF,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
304,Spirit Ball,"Causes extreme damage 
and greatly lowers ATK",,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
305,Dodon Ray,"Extreme damage, 
rare chance to stun enemy",,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
306,Super Dragon Fist,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
307,Deadly Metal Needles,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
308,Revenge Blast,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
309,Shooting Knuckle,Causes huge damage and lowers ATK,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
310,Hyper Drill Smash,Causes extreme damage and lowers ATK,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
311,Machine Gun Punch,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
312,Bouncing Spear,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
313,Plasma Whip,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
314,Crimson Scream,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
315,Mega Cannon Punch,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
316,Missile,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
317,Sigma Drill Attack,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
318,Spirit Ball,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
319,Burst Rush,"Greatly raises ATK 
and causes supreme damage to enemy",,0,100,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
320,Super Donut Chain,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
321,Guilty Flash,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
322,Super Kamehameha,"Greatly raises ATK 
and causes supreme damage to enemy",,0,100,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
323,Super Dodon Ray,"Causes huge damage with 
a rare chance of stunning the enemy",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
324,Full Power Death Beam,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
325,Final Explosion,"Causes mass damage to all enemies 
with a rare chance of stunning them",,1,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
326,Flame Shower Breath,"Extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
327,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
328,Burning Attack,"Supreme damage 
and raises ATK for 3 turns",,0,100,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
329,Bankoku-Bikkuri-Shou,"Causes huge damage 
and seals Super Attack",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
330,"Power Pole, Extend!",Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
331,Super Flame Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
332,Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
333,Super Flame Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
334,Giant Storm,Causes extreme damage and lowers DEF,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
335,Gigant Rock Throw,Causes destructive damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
336,Double Sunday,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
337,Super Breath Cannon,Causes destructive damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
338,Galick Blazer,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
339,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
340,Final Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
341,Final Flash,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
342,Death Beam,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
343,Hyper Tornado,"Causes huge damage to enemy 
and lowers ATK",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
344,Spirit of Saiyans,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
345,Instant Transmission Kamehameha,"Causes supreme damage 
with a rare chance to stun the enemy",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
346,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
347,Grand Supreme Divide,Causes extreme damage and lowers DEF,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
348,S.S. Deadly Bomber,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
349,Grand Smasher,Causes extreme damage and lowers DEF,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
350,Death Flash,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
351,Revenge Death Ball,"Supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
352,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
353,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
354,Kamehameha,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
355,Kamehameha,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
356,Buster Cannon,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
357,Finish Buster,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
358,Assault Rain,"Causes extreme damage to enemy 
and lowers ATK",,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
359,Psychic Bomber,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
360,Galick Gun,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
361,Final Flash,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
362,Soaring Dragon Fist,"Causes huge damage 
and greatly lowers DEF",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
363,Orga Blaster,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
364,Power Flick,Causes extreme damage to enemy,,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
365,Cataclysmic Orb,Causes supreme damage to enemy,,0,150,20,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
366,God of Destruction's Edict,"Immense damage, 
high chance to stun the enemy",,0,180,25,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
367,Prelude to Destruction,"Huge damage 
and rare chance to stun the enemy",,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
368,Cataclysmic Orb,"Causes extreme damage to enemy 
and lowers DEF",,0,120,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
369,Shining Slash,Causes huge damage to enemy,,0,100,10,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
370,Heat Dome Attack,"Causes mass damage to all enemies, 
ATK +20% for all allies for 1 turn",,1,100,15,0,2024-06-05 09:25:19.708589,2024-06-05 09:25:19.708589
